Automatic,Gain,Control=Checked,IR,PA,(mA)=10,Red,PA,(mA)=10,IR,LED,Range,(mA)=51,Red,LED,Range,(mA)=51,ALC,+,FDM=Checked,Sample,Rate,(Hz)=100,Pulse,Width,(usec)=400,ADC,Range,(nA)=32768,FIFO,Rolls,on,Full=Checked,FIFO,Almost,Full=17,Sample,Averaging=1,IA,Gain=5,ECG,Gain=8,Sample,Rate=200,Adaptive,Filter=Checked,Notch,Freq=50/60,Cutoff,Freq=40
2/12/2020,54:46.2,4261,2667,166.6878179,20,1.250002384,1320,0.404151,1039,0.318115825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4262,2635,164.6878141,0,0,1495,0.457731625,1029,0.315054075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4263,2667,166.6878179,15,0.937501788,1311,0.401395425,1033,0.316278775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4264,2590,161.8753088,0,0,1111,0.340160425,1057,0.323626975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4265,2654,165.8753164,0,0,1198,0.36679765,1092,0.3343431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4266,2653,165.8128163,19,1.187502265,981,0.300357675,1125,0.344446875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4267,2628,164.2503133,0,0,935,0.286273625,1159,0.354856825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4268,2674,167.1253188,15,0.937501788,1081,0.330975175,1193,0.365266775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4269,2611,163.1878113,0,0,975,0.298520625,1216,0.3723088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4270,2691,168.1878208,0,0,973,0.297908275,1231,0.376901425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4271,2699,168.6878217,18,1.125002146,936,0.2865798,1250,0.38271875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4272,2690,168.1253207,0,0,1017,0.311379975,1275,0.390373125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4273,2741,171.3128268,15,0.937501788,850,0.26024875,1302,0.39863985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4274,2685,167.8128201,0,0,880,0.269434,1328,0.4066004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4275,2771,173.1878303,0,0,1216,0.3723088,1346,0.41211155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4276,2784,174.0003319,19,1.187502265,1046,0.32025905,1356,0.4151733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4277,2779,173.6878313,0,0,984,0.3012762,1364,0.4176227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4278,2830,176.8753374,15,0.937501788,1422,0.43538085,1372,0.4200721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.2,4279,2776,173.5003309,0,0,2020,0.6184735,1378,0.42190915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4280,2866,179.1253417,0,0,2755,0.843512125,1383,0.423440025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4281,2861,178.8128411,18,1.125002146,3725,1.140501875,1384,0.4237462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4282,2852,178.25034,0,0,4241,1.298488175,1378,0.42190915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4283,2911,181.937847,17,1.062502027,3305,1.011908375,1365,0.417928875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4284,2862,178.8753412,0,0,1281,0.392210175,1348,0.4127239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4285,2963,185.1878532,0,0,828,0.2535129,1323,0.405069525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4286,2943,183.9378508,20,1.250002384,705,0.215853375,1288,0.3943534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4287,2905,181.5628463,0,0,729,0.223201575,1247,0.381800225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4288,2942,183.8753507,15,0.937501788,1099,0.336486325,1203,0.368328525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4289,2872,179.5003424,0,0,845,0.258717875,1156,0.3539383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4290,2940,183.7503505,0,0,722,0.22105835,1106,0.33862955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4291,2929,183.0628492,19,1.187502265,901,0.275863675,1061,0.324851675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4292,2908,181.7503467,0,0,931,0.285048925,1030,0.31536025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4293,2939,183.6878504,17,1.062502027,671,0.205443425,1009,0.308930575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4294,2865,179.0628415,0,0,563,0.172376525,997,0.305256475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4295,2926,182.8753488,0,0,913,0.279537775,1001,0.306481175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4296,2905,181.5628463,19,1.187502265,788,0.2412659,1029,0.315054075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4297,2875,179.6878427,0,0,847,0.259330225,1094,0.33495545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.3,4298,2897,181.0628453,16,1.000001907,932,0.2853551,1800,0.551115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4299,2817,176.0628358,0,0,946,0.28964155,2495,0.763906625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4300,2873,179.5628425,0,0,865,0.264841375,2870,0.87872225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4301,2842,177.6253388,21,1.312502503,857,0.262391975,2851,0.872904925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4302,2805,175.3128344,0,0,963,0.294846525,2649,0.811057575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4303,2813,175.8128353,16,1.000001907,949,0.290560075,2350,0.71951125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4304,2719,169.9378241,0,0,804,0.2461647,1921,0.588162175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4305,2763,172.6878294,0,0,1013,0.310155275,1416,0.4335438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4306,2731,170.6878256,20,1.250002384,794,0.24310295,873,0.267290775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4307,2694,168.3753212,0,0,1459,0.446709325,483,0.147882525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4308,2707,169.1878227,16,1.000001907,1526,0.46722305,439,0.134410825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4309,2621,163.8128124,0,0,743,0.227488025,633,0.193808775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4310,2679,167.4378194,0,0,1089,0.333424575,825,0.252594375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4311,2655,165.9378165,19,1.187502265,1273,0.389760775,930,0.28474275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4312,2628,164.2503133,0,0,917,0.280762475,975,0.298520625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.4,4313,2647,165.4378155,18,1.125002146,928,0.2841304,958,0.29331565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4314,2564,160.2503057,0,0,367,0.112366225,889,0.272189575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4315,2619,163.6878122,0,0,731,0.223813925,774,0.23697945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4316,2593,162.0628091,20,1.250002384,1190,0.36434825,727,0.222589225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4317,2568,160.5003061,0,0,-68,-0.0208199,728,0.2228954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4318,2580,161.2503076,18,1.125002146,368,0.1126724,763,0.233611525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4319,2498,156.1252978,0,0,1331,0.407518925,808,0.2473894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4320,2550,159.375304,0,0,108,0.0330669,847,0.259330225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4321,2520,157.5003004,19,1.187502265,-698,-0.21371015,877,0.268515475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4322,2495,155.9377974,0,0,614,0.18799145,898,0.27494515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4323,2508,156.750299,17,1.062502027,-528,-0.1616604,905,0.277088375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4324,2424,151.500289,0,0,-1113,-0.340772775,905,0.277088375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4325,2474,154.6252949,0,0,586,0.17941855,908,0.2780069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4326,2427,151.6877893,19,1.187502265,855,0.261779625,914,0.27984395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4327,2391,149.437785,0,0,-708,-0.2167719,938,0.28719215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4328,2407,150.4377869,18,1.125002146,294,0.09001545,986,0.30188855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4329,2333,145.8127781,0,0,2495,0.763906625,1042,0.31903435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4330,2400,150.0002861,0,0,1225,0.375064375,1077,0.329750475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4331,2378,148.6252835,19,1.187502265,444,0.1359417,1074,0.32883195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.5,4332,2361,147.5627815,0,0,1484,0.4543637,1045,0.319952875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4333,2378,148.6252835,18,1.125002146,1165,0.356693875,1007,0.308318225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4334,2306,144.1252749,0,0,1161,0.355469175,964,0.2951527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4335,2361,147.5627815,0,0,1383,0.423440025,922,0.28229335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4336,2336,146.0002785,21,1.312502503,1145,0.350570375,879,0.269127825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4337,2317,144.8127762,0,0,922,0.28229335,806,0.24677705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4338,2334,145.8752782,18,1.125002146,954,0.29209095,652,0.1996261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4339,2259,141.1877693,0,0,804,0.2461647,572,0.1751321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4340,2321,145.0627767,0,0,547,0.167477725,491,0.150331925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4341,2297,143.5627738,19,1.187502265,656,0.2008508,321,0.098282175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4342,2285,142.8127724,0,0,572,0.1751321,220,0.0673585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4343,2305,144.0627748,17,1.062502027,645,0.197482875,184,0.0563362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4344,2231,139.437766,0,0,782,0.23942885,90,0.02755575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4345,2286,142.8752725,0,0,736,0.2253448,101,0.030923675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4346,2258,141.1252692,20,1.250002384,433,0.132573775,217,0.066439975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4347,2242,140.1252673,0,0,695,0.212791625,451,0.138084925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4348,2262,141.3752697,19,1.187502265,826,0.25290055,658,0.20146315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4349,2190,136.8752611,0,0,812,0.2486141,902,0.27616985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4350,2231,139.437766,0,0,1036,0.3171973,1115,0.341385125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4351,2178,136.1252596,19,1.187502265,1436,0.4396673,1218,0.37292115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4352,2152,134.5002565,0,0,563,0.172376525,1228,0.3759829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.6,4353,2171,135.6877588,17,1.062502027,254,0.07776845,1145,0.350570375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4354,2107,131.6877512,0,0,-606,-0.18554205,1037,0.317503475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4355,2167,135.4377583,0,0,393,0.120326775,996,0.3049503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4356,2137,133.5627548,19,1.187502265,1352,0.4139486,1079,0.330362825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4357,2122,132.625253,0,0,103,0.031536025,1119,0.342609825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4358,2133,133.3127543,18,1.125002146,-155,-0.047457125,1117,0.341997475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4359,2064,129.000246,0,0,1612,0.4935541,1096,0.3355678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4360,2113,132.0627519,0,0,1273,0.389760775,1050,0.32148375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4361,2052,128.2502446,17,1.062502027,-246,-0.07531905,983,0.300970025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4362,2029,126.8127419,0,0,449,0.137472575,908,0.2780069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4363,2033,127.0627424,17,1.062502027,478,0.14635165,834,0.25534995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4364,1963,122.687734,0,0,479,0.146657825,778,0.23820415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4365,2018,126.1252406,0,0,778,0.23820415,745,0.228100375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4366,1982,123.8752363,18,1.125002146,604,0.1849297,726,0.22228305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4367,1967,122.9377345,0,0,840,0.257187,716,0.2192213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4368,1968,123.0002346,17,1.062502027,980,0.3000515,716,0.2192213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4369,1893,118.3127257,0,0,742,0.22718185,718,0.21983365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4370,1951,121.9377326,1,0.062500119,710,0.21738425,713,0.218302775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4371,1918,119.8752286,18,1.125002146,1301,0.398333675,701,0.214628675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4372,1921,120.062729,0,0,1049,0.321177575,693,0.212179275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4373,1947,121.6877321,18,1.125002146,947,0.289947725,695,0.212791625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.7,4374,1885,117.8127247,0,0,896,0.2743328,680,0.208199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4375,1948,121.7502322,0,0,927,0.283824225,641,0.196258175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4376,1923,120.1877292,17,1.062502027,821,0.251369675,610,0.18676675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4377,1930,120.6252301,0,0,776,0.2375918,594,0.18186795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4378,1954,122.1252329,16,1.000001907,1031,0.315666425,573,0.175438275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4379,1896,118.500226,0,0,923,0.282599525,545,0.166865375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4380,1952,122.0002327,2,0.125000238,927,0.283824225,525,0.160741875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4381,1914,119.6252282,18,1.125002146,907,0.277700725,520,0.159211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4382,1918,119.8752286,0,0,853,0.261167275,529,0.161966575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4383,1933,120.8127304,17,1.062502027,899,0.275251325,535,0.163803625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4384,1861,116.3127218,0,0,1001,0.306481175,534,0.16349745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4385,1889,118.0627252,1,0.062500119,1049,0.321177575,554,0.16962095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4386,1812,113.250216,17,1.062502027,1109,0.339548075,597,0.182786475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4387,1781,111.3127123,0,0,1210,0.37047175,631,0.193196425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4388,1766,110.3752105,18,1.125002146,1280,0.391904,660,0.2020755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4389,1681,105.0627004,0,0,1016,0.3110738,700,0.2143225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4390,1710,106.8752038,3,0.187500358,1024,0.3135232,743,0.227488025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4391,1644,102.750196,16,1.000001907,1133,0.346896275,780,0.2388165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4392,1633,102.0626947,0,0,1052,0.3220961,811,0.248307925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4393,1643,102.6876959,17,1.062502027,783,0.239735025,837,0.256268475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4394,1580,98.75018835,0,0,839,0.256880825,862,0.26392285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4395,1643,102.6876959,4,0.250000477,863,0.264229025,888,0.2718834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4396,1614,100.8751924,16,1.000001907,743,0.227488025,913,0.279537775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4397,1630,101.8751943,0,0,729,0.223201575,936,0.2865798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.8,4398,1652,103.2501969,17,1.062502027,841,0.257493175,954,0.29209095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4399,1597,99.81269038,0,0,825,0.252594375,955,0.292397125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4400,1655,103.4376973,5,0.312500596,746,0.22840655,942,0.28841685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4401,1616,101.0001926,17,1.062502027,676,0.2069743,925,0.283211875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4402,1632,102.0001945,0,0,852,0.2608611,912,0.2792316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4403,1654,103.3751972,17,1.062502027,1056,0.3233208,908,0.2780069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4404,1600,100.0001907,0,0,849,0.259942575,921,0.281987175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4405,1658,103.6251976,4,0.250000477,900,0.2755575,948,0.2902539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4406,1619,101.187693,16,1.000001907,711,0.217690425,978,0.29943915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4407,1637,102.3126951,0,0,722,0.22105835,1004,0.3073997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4408,1661,103.812698,16,1.000001907,955,0.292397125,1025,0.313829375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4409,1610,100.6251919,0,0,1584,0.4849812,1039,0.318115825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4410,1670,104.3751991,4,0.250000477,2229,0.682464075,1045,0.319952875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4411,1626,101.6251938,15,0.937501788,2959,0.905971825,1047,0.320565225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4412,1648,103.0001965,0,0,3632,1.1120276,1049,0.321177575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4413,1672,104.5001993,17,1.062502027,3450,1.05630375,1045,0.319952875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4414,1620,101.2501931,0,0,2349,0.719205075,1031,0.315666425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4415,1679,104.9377002,5,0.312500596,875,0.267903125,1006,0.30801205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4416,1635,102.1876949,14,0.875001669,579,0.177275325,970,0.29698975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4417,1657,103.5626975,0,0,952,0.2914786,932,0.2853551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:46.9,4418,1678,104.8752,18,1.125002146,1145,0.350570375,895,0.274026625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
