Automatic,Gain,Control=Checked,IR,PA,(mA)=10,Red,PA,(mA)=10,IR,LED,Range,(mA)=51,Red,LED,Range,(mA)=51,ALC,+,FDM=Checked,Sample,Rate,(Hz)=100,Pulse,Width,(usec)=400,ADC,Range,(nA)=32768,FIFO,Rolls,on,Full=Checked,FIFO,Almost,Full=17,Sample,Averaging=1,IA,Gain=5,ECG,Gain=8,Sample,Rate=200,Adaptive,Filter=Checked,Notch,Freq=50/60,Cutoff,Freq=40
2/12/2020,54:32.2,1460,806,50.37509608,0,0,-1045,-0.319952875,-748,-0.2290189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1461,829,51.81259882,18,1.125002146,-871,-0.266678425,-729,-0.223201575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1462,774,48.37509227,0,0,-836,-0.2559623,-709,-0.217078075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1463,831,51.93759906,5,0.312500596,-688,-0.2106484,-691,-0.211566925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1464,791,49.43759429,16,1.000001907,262,0.08021785,-677,-0.207280475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1465,805,50.31259596,0,0,1036,0.3171973,-660,-0.2020755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1466,826,51.62509847,17,1.062502027,1572,0.4813071,-641,-0.196258175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1467,774,48.37509227,0,0,2100,0.6429675,-629,-0.192584075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1468,829,51.81259882,6,0.375000715,2262,0.69256785,-627,-0.191971725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1469,789,49.31259406,17,1.062502027,740,0.2265695,-634,-0.19411495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1470,805,50.31259596,0,0,-1114,-0.34107895,-646,-0.19778905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1471,827,51.68759859,17,1.062502027,-769,-0.235448575,-655,-0.200544625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1472,773,48.31259215,0,0,-528,-0.1616604,-662,-0.20268785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1473,831,51.93759906,6,0.375000715,-898,-0.27494515,-677,-0.207280475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1474,786,49.1250937,16,1.000001907,-879,-0.269127825,-699,-0.214016325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1475,804,50.25009584,0,0,-757,-0.231774475,-723,-0.221364525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.2,1476,826,51.62509847,18,1.125002146,-759,-0.232386825,-750,-0.22963125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1477,774,48.37509227,0,0,-827,-0.253206725,-778,-0.23820415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1478,830,51.87509894,8,0.500000954,-612,-0.1873791,-799,-0.244633825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1479,785,49.06259358,15,0.937501788,-701,-0.214628675,-810,-0.24800175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1480,806,50.37509608,0,0,-935,-0.286273625,-811,-0.248307925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1481,826,51.62509847,18,1.125002146,-854,-0.26147345,-793,-0.242796775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1482,775,48.43759239,0,0,-751,-0.229937425,-748,-0.2290189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1483,829,51.81259882,10,0.625001192,-775,-0.237285625,-214,-0.06552145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1484,779,48.68759286,15,0.937501788,-1118,-0.34230365,491,0.150331925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1485,804,50.25009584,0,0,-628,-0.1922779,1083,0.331587525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1486,824,51.50009823,18,1.125002146,-597,-0.182786475,1310,0.40108925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1487,774,48.37509227,0,0,-753,-0.230549775,1143,0.349958025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1488,826,51.62509847,8,0.500000954,-407,-0.124613225,867,0.265453725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1489,779,48.68759286,16,1.000001907,-502,-0.15369985,505,0.154618375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1490,808,50.50009632,0,0,-571,-0.174825925,-30,-0.00918525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.3,1491,828,51.75009871,17,1.062502027,-419,-0.128287325,-607,-0.185848225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1492,779,48.68759286,0,0,-565,-0.172988875,-1046,-0.32025905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1493,835,52.18759954,10,0.625001192,-492,-0.1506381,-1202,-0.36802235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1494,780,48.75009298,14,0.875001669,-791,-0.242184425,-1090,-0.33373075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1495,812,50.7500968,0,0,-466,-0.14267755,-843,-0.258105525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1496,832,52.00009918,17,1.062502027,-427,-0.130736725,-647,-0.198095225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1497,786,49.1250937,0,0,-280,-0.085729,-591,-0.180949425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1498,838,52.3750999,8,0.500000954,-149,-0.045620075,-613,-0.187685275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1499,790,49.37509418,15,0.937501788,-195,-0.059704125,-663,-0.202994025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1500,817,51.06259739,0,0,-404,-0.1236947,-779,-0.238510325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1501,837,52.31259978,17,1.062502027,-224,-0.0685832,-871,-0.266678425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1502,789,49.31259406,0,0,98,0.03000515,-887,-0.271577225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1503,842,52.62510037,11,0.687501311,-44,-0.0134717,-864,-0.2645352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1504,786,49.1250937,13,0.81250155,141,0.043170675,-824,-0.2522882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1505,821,51.31259787,0,0,279,0.085422825,-782,-0.23942885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1506,837,52.31259978,17,1.062502027,77,0.023575475,-747,-0.228712725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1507,791,49.43759429,0,0,339,0.103793325,-720,-0.220446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1508,844,52.75010061,10,0.625001192,375,0.114815625,-698,-0.21371015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1509,787,49.18759382,13,0.81250155,331,0.101343925,-683,-0.209117525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.4,1510,825,51.56259835,0,0,189,0.057867075,-676,-0.2069743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1511,841,52.56260026,17,1.062502027,196,0.0600103,-671,-0.205443425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1512,795,49.68759477,0,0,546,0.16717155,-651,-0.199319925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1513,846,52.87510085,13,0.81250155,244,0.0747067,-613,-0.187685275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1514,788,49.25009394,12,0.750001431,494,0.15125045,-562,-0.17207035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1515,827,51.68759859,0,0,650,0.19901375,-510,-0.15614925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1516,843,52.68760049,17,1.062502027,286,0.08756605,-471,-0.144208425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1517,800,50.00009537,0,0,-215,-0.065827625,-453,-0.138697275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1518,848,53.00010109,13,0.81250155,90,0.02755575,-444,-0.1359417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1519,791,49.43759429,13,0.81250155,190,0.05817325,-429,-0.131349075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1520,830,51.87509894,0,0,-192,-0.0587856,-398,-0.12185765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1521,846,52.87510085,17,1.062502027,-299,-0.091546325,-348,-0.1065489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1522,802,50.12509561,0,0,-232,-0.0710326,-282,-0.08634135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1523,850,53.12510133,13,0.81250155,-474,-0.14512695,-212,-0.0649091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1524,789,49.31259406,12,0.750001431,-745,-0.228100375,-145,-0.044395375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1525,833,52.0625993,0,0,-569,-0.174213575,-82,-0.02510635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1526,845,52.81260073,17,1.062502027,-581,-0.177887675,-26,-0.00796055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1527,805,50.31259596,0,0,-720,-0.220446,25,0.007654375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1528,851,53.18760145,12,0.750001431,-627,-0.191971725,78,0.02388165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1529,792,49.50009441,11,0.687501311,-678,-0.20758665,133,0.040721275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1530,833,52.0625993,0,0,-647,-0.198095225,182,0.05572385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.5,1531,846,52.87510085,18,1.125002146,-661,-0.202381675,228,0.0698079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1532,805,50.31259596,0,0,-492,-0.1506381,271,0.082973425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1533,849,53.06260121,15,0.937501788,-569,-0.174213575,302,0.09246485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1534,788,49.25009394,10,0.625001192,-728,-0.2228954,317,0.097057475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1535,832,52.00009918,0,0,-533,-0.163191275,320,0.097976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1536,846,52.87510085,18,1.125002146,-595,-0.182174125,314,0.09613895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1537,807,50.4375962,0,0,-937,-0.286885975,297,0.090933975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1538,852,53.25010157,13,0.81250155,-360,-0.110223,267,0.081748725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1539,787,49.18759382,10,0.625001192,-328,-0.1004254,226,0.06919555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1540,835,52.18759954,0,0,-875,-0.267903125,169,0.051743575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1541,846,52.87510085,17,1.062502027,-542,-0.16594685,36,0.0110223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1542,809,50.56259644,0,0,-523,-0.160129525,-118,-0.03612865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1543,852,53.25010157,15,0.937501788,-633,-0.193808775,-205,-0.062765875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1544,789,49.31259406,8,0.500000954,-679,-0.207892825,-282,-0.08634135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1545,840,52.50010014,0,0,-437,-0.133798475,-358,-0.10961065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.6,1546,848,53.00010109,20,1.250002384,-496,-0.1518628,-408,-0.1249194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1547,812,50.7500968,0,0,-508,-0.1555369,-412,-0.1261441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1548,853,53.31260169,14,0.875001669,-270,-0.08266725,-486,-0.14880105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1549,793,49.56259453,8,0.500000954,-720,-0.220446,-540,-0.1653345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1550,844,52.75010061,0,0,-581,-0.177887675,-577,-0.176662975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1551,851,53.18760145,19,1.187502265,-378,-0.11573415,-602,-0.18431735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1552,818,51.12509751,0,0,-485,-0.148494875,-616,-0.1886038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1553,859,53.6876024,15,0.937501788,-664,-0.2033002,-627,-0.191971725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1554,790,49.37509418,5,0.312500596,-729,-0.223201575,-639,-0.195645825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1555,846,52.87510085,0,0,-335,-0.102568625,-642,-0.19656435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1556,856,53.50010204,18,1.125002146,-529,-0.161966575,-636,-0.1947273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1557,818,51.12509751,0,0,-796,-0.2437153,-626,-0.19166555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1558,858,53.62510228,16,1.000001907,-445,-0.136247875,-616,-0.1886038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1559,793,49.56259453,5,0.312500596,-554,-0.16962095,-604,-0.1849297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1560,848,53.00010109,0,0,-851,-0.260554925,-597,-0.182786475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1561,855,53.43760192,20,1.250002384,-296,-0.0906278,-596,-0.1824803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1562,819,51.18759763,0,0,-106,-0.03245455,-596,-0.1824803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1563,859,53.6876024,15,0.937501788,-555,-0.169927125,-596,-0.1824803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1564,789,49.31259406,3,0.187500358,-466,-0.14267755,-591,-0.180949425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1565,849,53.06260121,0,0,-259,-0.079299325,-576,-0.1763568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1566,854,53.3751018,19,1.187502265,-490,-0.15002575,-564,-0.1726827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1567,823,51.43759811,0,0,-380,-0.1163465,-556,-0.1702333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1568,861,53.81260264,16,1.000001907,21,0.006429675,-544,-0.1665592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1569,795,49.68759477,3,0.187500358,-42,-0.01285935,-533,-0.163191275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1570,853,53.31260169,0,0,-307,-0.093995725,-531,-0.162578925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1571,859,53.6876024,18,1.125002146,-426,-0.13043055,-533,-0.163191275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1572,830,51.87509894,0,0,-369,-0.112978575,-529,-0.161966575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1573,871,54.43760383,17,1.062502027,-390,-0.11940825,-525,-0.160741875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1574,802,50.12509561,0,0,-251,-0.076849925,-525,-0.160741875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1575,862,53.87510276,0,0,-274,-0.08389195,-529,-0.161966575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.7,1576,863,53.93760288,19,1.187502265,-696,-0.2130978,-538,-0.16472215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1577,834,52.12509942,0,0,-396,-0.1212453,-550,-0.16839625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1578,872,54.50010395,17,1.062502027,-299,-0.091546325,-555,-0.169927125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1579,802,50.12509561,0,0,-540,-0.1653345,-553,-0.169314775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1580,865,54.06260312,0,0,-656,-0.2008508,-550,-0.16839625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1581,867,54.18760335,19,1.187502265,-743,-0.227488025,-541,-0.165640675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1582,839,52.43760002,0,0,-711,-0.217690425,-526,-0.16104805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1583,875,54.68760431,17,1.062502027,-351,-0.107467425,-511,-0.156455425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1584,805,50.31259596,0,0,-382,-0.11695885,-494,-0.15125045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1585,869,54.31260359,0,0,-505,-0.154618375,-466,-0.14267755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1586,869,54.31260359,20,1.250002384,-769,-0.235448575,-433,-0.132573775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1587,840,52.50010014,0,0,-683,-0.209117525,-400,-0.12247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1588,877,54.81260455,18,1.125002146,-492,-0.1506381,-368,-0.1126724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1589,806,50.37509608,0,0,-598,-0.18309265,-342,-0.10471185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1590,868,54.25010347,0,0,-153,-0.046844775,-325,-0.099506875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1591,868,54.25010347,19,1.187502265,915,0.280150125,-308,-0.0943019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1592,839,52.43760002,0,0,1835,0.561831125,-297,-0.090933975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1593,874,54.62510419,18,1.125002146,2197,0.672666475,-298,-0.09124015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1594,802,50.12509561,0,0,2167,0.663481225,-305,-0.093383375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.8,1595,866,54.12510324,0,0,1587,0.485899725,-311,-0.095220425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1596,866,54.12510324,22,1.375002623,-513,-0.157067775,-326,-0.09981305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1597,841,52.56260026,0,0,-900,-0.2755575,-350,-0.10716125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1598,873,54.56260407,19,1.187502265,-234,-0.07164495,-380,-0.1163465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1599,804,50.25009584,0,0,-453,-0.138697275,-412,-0.1261441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1600,869,54.31260359,0,0,-1014,-0.31046145,-440,-0.134717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1601,865,54.06260312,20,1.250002384,-935,-0.286273625,-465,-0.142371375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1602,841,52.56260026,0,0,-298,-0.09124015,-490,-0.15002575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1603,874,54.62510419,19,1.187502265,-625,-0.191359375,-514,-0.15737395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1604,804,50.25009584,0,0,-919,-0.281374825,-531,-0.162578925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1605,868,54.25010347,0,0,-686,-0.21003605,-542,-0.16594685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1606,865,54.06260312,20,1.250002384,-459,-0.140534325,-554,-0.16962095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1607,841,52.56260026,0,0,-616,-0.1886038,-555,-0.169927125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1608,875,54.68760431,19,1.187502265,-453,-0.138697275,-522,-0.15982335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1609,806,50.37509608,0,0,-536,-0.1641098,-391,-0.119714425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:32.9,1610,872,54.50010395,0,0,-576,-0.1763568,437,0.133798475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:33.0,1611,867,54.18760335,20,1.250002384,-252,-0.0771561,1046,0.32025905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:33.0,1612,844,52.75010061,0,0,-333,-0.101956275,1380,0.4225215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:33.0,1613,877,54.81260455,20,1.250002384,-571,-0.174825925,1313,0.402007775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2020,54:33.0,1614,810,50.62509656,0,0,-337,-0.103180975,1055,0.323014625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
